NatWalkInd,Shape_Area
9.5,3895194.602
8.5,3962287.04
6.333333333,6327372.803
8.5,3786809.069
14.83333333,1263272.721
6.0,819848.9202
11.66666667,271751.1153
6.0,492655.2072
16.0,2074867.507
9.0,13580609.03
14.33333333,1523236.74
4.333333333,2046079.077
5.833333333,6886266.198
11.16666667,1181509.438
6.166666667,12326242.58
5.333333333,14926853.54
6.333333333,26593926.82
14.33333333,93850.51985
5.166666667,9811589.278
7.5,976235.0761
9.166666667,5927551.206
4.833333333,6037170.41
17.33333333,285708.1181
5.833333333,7621187.744
7.0,3899453.323
18.33333333,133566.3143
15.66666667,938944.1315
7.0,3017140.203
5.166666667,14970275.98
11.0,680105.2835
7.833333333,1081593.65
11.0,2669931.83
11.5,404725.301
11.0,693830.1197
5.5,1141259.739
14.66666667,327404.6604
13.66666667,317816.4765
12.83333333,800581.8739
12.16666667,3608049.35
11.83333333,594417.545
14.83333333,253426.8478
12.83333333,291037.7745
10.66666667,1137612.192
17.66666667,164504.0738
15.16666667,231477.3347
12.66666667,366549.7699
9.666666667,628796.7628
14.66666667,277168.3021
18.5,390313.1602
16.16666667,163258.2993
18.5,84343.92492
19.16666667,95869.05969
15.16666667,94103.82071
17.5,30941.15797
16.83333333,144032.2389
17.66666667,59740.07356
16.0,67541.19558
13.5,264087.7217
17.33333333,96255.88036
17.83333333,65263.61497
17.66666667,87660.61358
12.5,82406.06143
14.0,283146.9641
14.66666667,747235.74
14.16666667,773846.1036
16.16666667,1894047.004
12.5,244279.8851
16.83333333,365073.6365
15.0,197884.865
16.66666667,511123.3737
17.16666667,257085.0575
16.33333333,54004.12421
15.33333333,75036.62111
15.66666667,66570.13686
17.16666667,114560.1127
14.16666667,161680.3081
15.16666667,56581.05874
16.83333333,145711.1648
17.83333333,118284.8078
18.16666667,936203.33
16.16666667,90456.6949
5.833333333,13088304.04
9.5,2138615.735
13.83333333,219859.7734
15.0,328014.1199
13.66666667,240614.3401
11.66666667,1228133.193
17.16666667,203638.7152
11.0,650881.78
14.83333333,276326.8427
10.16666667,117780.9737
18.5,115882.953
17.66666667,106856.8507
14.0,275977.2473
12.16666667,82256.24006
14.5,114983.7854
14.66666667,255808.2532
13.33333333,122287.7057
12.83333333,184980.9767
18.83333333,332137.0302
17.0,444078.4488
13.16666667,272895.2173
14.66666667,228302.4309
13.5,130516.7953
15.66666667,958537.7007
17.0,607801.9462
14.5,513540.2632
17.16666667,458010.9607
14.33333333,419342.5021
1.0,1145446.705
5.5,2051227.657
9.833333333,4002923.653
13.83333333,753646.7198
13.16666667,1214421.453
5.666666667,7857099.084
10.33333333,3866938.325
11.5,4312829.074
16.5,135177.9618
13.83333333,174744.9049
16.33333333,127952.6905
15.16666667,155961.9386
12.66666667,180332.0702
14.0,77623.57302
17.0,124299.2464
15.0,97251.35846
14.33333333,106704.6521
12.83333333,79141.9344
14.33333333,102646.8682
12.33333333,101198.7236
18.66666667,78411.30386
14.0,837682.2113
14.5,134726.8409
16.83333333,604694.4539
13.33333333,817064.5962
13.83333333,572483.7641
14.0,162162.9818
14.16666667,31075.8103
17.16666667,43292.52066
13.33333333,111868.7161
17.5,65245.65558
11.83333333,162905.5396
16.0,139116.5448
16.66666667,148550.3199
15.5,90524.16417
3.833333333,5275601.059
4.666666667,23509820.21
8.0,2945671.738
7.333333333,3430892.71
13.0,1830678.923
7.5,1571053.622
8.166666667,581934.1938
12.5,1739757.411
3.666666667,3643441.471
8.166666667,5261702.536
9.166666667,1498875.67
7.333333333,2479415.068
6.0,2460478.218
14.66666667,117632.6384
17.0,160555.3968
14.83333333,127310.5198
10.5,1283756.809
15.66666667,135707.4998
17.66666667,124890.2755
14.33333333,182829.6718
16.0,190327.7443
5.333333333,11834525.48
13.66666667,154422.3199
4.833333333,2547000.633
16.83333333,120566.6137
13.83333333,295127.0394
13.33333333,66663.12829
3.5,17289133.5
16.33333333,112625.2143
4.0,3155585.529
10.16666667,2724392.518
5.5,2934954.594
14.66666667,755985.9533
5.833333333,5921607.096
6.166666667,2430130.941
12.16666667,885824.4065
15.5,2791208.98
15.16666667,803069.7292
18.5,314641.5938
13.83333333,656907.8417
14.33333333,115370.0838
14.0,168929.4464
16.5,228331.2764
18.0,150335.5318
18.5,75533.53886
12.5,67542.30705
15.33333333,126642.4063
14.83333333,178267.6818
16.66666667,99065.54985
5.833333333,1368899.937
13.33333333,1159269.925
9.333333333,2209186.515
12.33333333,306863.2528
17.66666667,185882.6756
14.66666667,295009.8652
12.16666667,502773.6105
14.0,249512.744
9.833333333,1516541.213
6.0,5570238.321
12.66666667,4920360.987
4.166666667,6053635.034
13.16666667,9915913.207
6.666666667,4442579.515
12.33333333,725604.2228
16.83333333,312442.3592
15.5,415631.733
12.66666667,351654.5383
6.333333333,8114200.815
11.0,1751130.452
5.666666667,895174.5855
8.833333333,1928906.396
4.833333333,1876345.834
6.166666667,8653013.916
8.5,638727.8404
11.83333333,381433.9698
13.33333333,1610026.988
15.66666667,890047.9447
6.333333333,1181795.988
13.83333333,349753.2276
7.166666667,2127135.209
5.666666667,9053150.007
10.83333333,8519951.008
7.0,8078946.872
6.666666667,2144795.007
5.666666667,2976156.21
6.333333333,1828181.269
9.0,2214992.057
7.666666667,1343031.792
12.83333333,1643494.243
15.83333333,449843.9584
15.83333333,1831135.577
11.66666667,1207160.676
6.333333333,2704392.669
15.33333333,823894.5942
14.0,2186089.142
11.5,1516057.738
4.833333333,31591926.7
15.5,759036.9947
14.66666667,1308518.057
16.0,140463.7012
15.16666667,242945.0922
13.66666667,175034.9864
15.33333333,5013946.932
14.33333333,222200.0374
14.66666667,158896.0393
15.0,213799.1192
16.16666667,301240.1781
13.5,228576.3856
15.5,414473.2781
11.16666667,3045476.098
14.66666667,2196118.793
13.33333333,3222521.796
17.0,986201.8641
8.666666667,5899161.384
6.666666667,8500941.991
6.5,27844253.09
13.0,4219655.287
8.833333333,14687233.73
6.666666667,10644456.3
14.16666667,203338.0426
8.0,4372513.722
7.166666667,3358038.71
9.666666667,7219644.479
4.166666667,13356901.68
6.5,10510652.29
11.5,36206768.33
17.0,285760.1939
12.5,1371861.898
6.5,1167078.895
8.5,2850292.861
4.5,3752779.113
4.666666667,4101749.171
14.66666667,4910579.006
8.666666667,6011241.067
6.166666667,3225787.549
6.166666667,5918721.705
7.5,7507970.861
12.66666667,3987528.431
4.666666667,3533807.644
7.0,29391629.67
10.0,1217009.967
7.0,4830188.64
5.166666667,6505418.82
8.0,4429447.086
7.833333333,1717602.949
7.666666667,6873230.818
7.5,9696007.77
4.5,7497333.523
6.0,4770359.361
10.5,762182.6224
8.0,1208274.827
6.666666667,924122.4314
18.0,628066.1018
11.83333333,461612.7096
7.833333333,782434.3613
8.333333333,10096528.03
5.0,1431921.998
5.166666667,2141792.436
7.166666667,4786751.343
8.333333333,6786945.388
7.833333333,10284050.66
7.5,3805616.843
11.83333333,2230284.375
9.833333333,1620423.745
11.66666667,588406.374
11.5,662548.3995
10.16666667,813376.7932
12.33333333,1408766.079
15.0,312021.417
18.5,251104.5302
12.83333333,10141055.02
17.0,295122.8607
18.0,460807.0002
17.66666667,537718.5856
17.33333333,329385.3757
14.83333333,513849.4091
15.5,3001400.694
5.0,10061874.22
5.0,8685385.75
5.333333333,16314231.82
16.83333333,184882.3505
8.166666667,24945816.03
6.833333333,2582491.334
13.0,1544240.797
7.5,3885213.91
6.166666667,2428476.361
5.666666667,5088689.847
5.0,4522678.734
6.333333333,45346055.67
13.66666667,8807811.352
4.166666667,14437578.85
5.333333333,4852664.981
5.0,14665862.58
4.833333333,19925334.54
10.33333333,408901.0895
4.333333333,2642677.132
5.0,6874629.913
6.666666667,13918403.69
11.16666667,1798458.066
8.0,3707182.422
10.0,2263482.184
12.33333333,3351843.657
7.833333333,3204867.21
6.666666667,2191896.292
11.16666667,1343680.816
16.16666667,1006580.638
5.833333333,21547655.68
5.5,2412130.605
16.83333333,420173.7912
12.5,792868.3686
13.66666667,604325.7774
13.16666667,555109.5638
12.5,508716.9221
13.83333333,1973358.468
11.16666667,1278946.909
15.66666667,347249.262
15.5,452092.5124
9.666666667,3650773.146
11.33333333,7881261.038
15.5,164157.4262
5.833333333,1060723.927
12.66666667,742791.857
17.83333333,406184.6517
15.83333333,145441.0861
4.333333333,8309276.892
11.16666667,13967015.04
5.166666667,7601151.068
18.0,688622.9589
13.16666667,144819.9089
6.5,9086226.654
7.666666667,6050814.978
5.166666667,5980146.479
7.5,16679450.24
8.833333333,5542103.194
7.0,12583978.27
7.666666667,22443624.43
7.666666667,3402591.114
14.33333333,82175.27587
14.5,186668.8272
16.33333333,79723.31141
13.0,503746.1511
8.5,10252043.24
5.833333333,4335104.685
6.666666667,30270823.43
14.83333333,112723.0434
16.83333333,299611.2247
11.16666667,27858.16781
13.33333333,205091.1417
8.333333333,1505274.276
6.166666667,1943134.553
5.333333333,1029457.143
13.5,703516.2138
8.166666667,1463374.773
7.0,1862539.652
16.16666667,1677768.818
12.5,602196.4569
5.833333333,499064.9035
13.66666667,476916.7493
15.0,407073.4143
11.66666667,697658.0766
14.33333333,514585.5666
16.83333333,159470.1195
15.16666667,684350.3488
14.5,87336.95893
12.0,251078.202
17.66666667,144820.269
14.33333333,88402.82844
15.83333333,164763.2419
12.83333333,312487.5124
13.16666667,55253.76358
14.5,81870.5575
14.16666667,32648.39448
16.83333333,72955.14193
14.66666667,39216.53808
16.66666667,74539.08019
17.16666667,1878586.121
15.33333333,89009.65184
18.33333333,65318.21697
14.5,63565.33697
14.16666667,65215.66055
14.66666667,50912.18458
18.16666667,188297.6106
15.83333333,55149.5069
13.83333333,115602.5839
16.5,1346046.917
16.5,164211.3348
13.83333333,144763.2573
11.5,63634.77601
13.5,251382.8542
17.16666667,250275.769
15.83333333,96805.83957
14.66666667,92706.30581
13.83333333,78226.88636
14.5,87279.03606
6.5,2331776.494
14.33333333,215079.6638
7.666666667,3781351.35
8.833333333,3308643.329
9.0,818311.9735
8.833333333,8175446.062
13.5,42459.51824
16.83333333,48433.79655
15.83333333,109785.422
16.33333333,105042.9244
18.83333333,418662.934
19.5,241592.3541
14.83333333,464560.7687
16.33333333,94963.82304
15.0,544050.2288
13.83333333,240312.2635
18.5,807130.2137
14.33333333,1125511.096
15.33333333,243438.1341
14.83333333,564669.7089
3.0,2089033.068
12.5,4238592.028
12.16666667,564028.2152
12.16666667,2496256.924
4.333333333,8376521.954
7.5,1289498.412
6.833333333,2340330.417
9.5,1214263.321
5.666666667,1582720.21
15.5,478118.88
12.16666667,471934.7439
10.83333333,3234742.813
6.833333333,1411726.307
3.5,3178148.561
13.66666667,2671768.006
4.666666667,4576827.214
13.33333333,866053.6581
10.83333333,1135373.732
6.166666667,2725604.423
11.16666667,2216776.188
11.5,617386.5644
10.0,953209.6642
12.66666667,990944.8696
15.0,845710.0593
17.0,1027191.248
11.16666667,411676.3083
6.333333333,14288016.88
8.166666667,3335121.116
6.666666667,11214981.72
7.166666667,14054721.41
12.16666667,1567933.288
12.5,777718.7802
7.833333333,4537829.909
5.166666667,1530098.458
7.833333333,1282591.535
8.0,1008860.761
2.666666667,13219986.97
12.16666667,847063.4561
11.33333333,353810.7134
10.83333333,558984.9501
17.66666667,325743.6359
18.16666667,426372.2923
12.66666667,430908.4136
11.16666667,499151.3535
11.83333333,1570062.551
11.5,678776.1971
6.833333333,773598.6975
5.5,4011553.11
7.666666667,15129317.2
11.16666667,3491279.449
10.5,4755475.843
13.5,3899213.561
6.166666667,2452141.783
6.0,4007398.101
6.166666667,3959845.184
14.16666667,379341.2469
16.5,310311.2135
14.0,160840.5286
11.5,4374046.123
17.66666667,218231.1853
10.5,361522.412
5.5,14669914.67
15.83333333,781788.5685
16.66666667,129123.2387
8.333333333,1128720.621
14.0,460584.8958
11.83333333,330639.5722
15.83333333,1243475.016
15.5,229875.9827
14.66666667,1549578.347
8.166666667,348229.5582
12.33333333,309792.7352
7.5,1658475.662
16.0,198581.4307
15.16666667,1036398.123
8.0,3431361.568
11.5,447668.0536
5.833333333,2256432.369
17.0,216299.5142
12.5,436415.2015
16.66666667,357740.7215
6.666666667,5708405.27
15.33333333,243663.864
18.5,591163.7517
13.66666667,123930.7611
14.16666667,137038.2954
11.83333333,831612.6601
9.666666667,1000709.454
17.66666667,281448.1164
17.5,220501.235
12.33333333,1668681.211
15.16666667,1108228.089
14.83333333,163611.1209
8.833333333,2227857.158
9.666666667,4461596.911
17.5,269581.1886
12.83333333,1556687.01
13.33333333,196368.4635
12.33333333,484753.4676
1.0,737394417.7
10.5,848948.617
13.83333333,181767.1996
6.5,2566126.547
15.83333333,1786674.497
4.333333333,14279345.83
6.333333333,10473059.43
7.333333333,6762140.784
4.833333333,16478536.1
13.33333333,1202445.659
15.5,180232.0847
15.5,82491.09749
13.66666667,421400.8082
13.16666667,175634.7449
15.66666667,219729.8204
11.5,1077559.508
13.5,261337.5563
17.16666667,231561.8925
13.0,3010181.265
8.333333333,1982113.397
10.33333333,2105687.941
12.5,2515960.58
5.833333333,7350786.119
9.5,1402538.921
7.333333333,3740899.897
6.0,5256888.43
13.16666667,784802.6924
10.33333333,2534887.925
13.16666667,158412.6252
10.66666667,230306.96
14.16666667,171604.079
16.66666667,166793.2163
7.166666667,861500.7403
6.0,7853114.76
4.833333333,7801599.202
5.0,56045041.86
6.666666667,22659463.95
5.5,15490471.71
4.833333333,39672131.57
3.666666667,17830312.52
3.333333333,30573069.19
7.166666667,14385604.86
8.833333333,3142132.99
12.16666667,622227.2104
10.33333333,1821744.668
5.333333333,4007787.773
5.333333333,3087752.216
4.666666667,6682843.298
6.0,9961382.366
4.5,4637377.744
8.666666667,2767912.611
5.5,12731497.39
12.83333333,10209508.84
6.333333333,37916966.23
5.666666667,14291351.99
10.66666667,4562242.852
5.166666667,5547536.559
7.166666667,7072911.201
3.666666667,2820375.89
7.5,6759639.916
11.16666667,998514.2068
9.166666667,2438361.673
6.5,10727460.39
11.66666667,44012648.33
15.33333333,2416766.888
12.83333333,3581404.422
16.16666667,4882077.743
15.0,1678146.317
15.66666667,4876991.117
4.333333333,7161564.297
8.333333333,5487701.156
11.83333333,2698480.604
13.33333333,781623.1879
10.33333333,686352.0065
11.0,1564335.769
14.83333333,2818406.944
5.833333333,4718571.568
6.0,2849304.711
12.0,2140507.267
17.5,586869.4655
16.0,1066306.003
11.5,362616.2827
12.16666667,493224.0728
9.666666667,788170.5381
13.0,1924953.6
16.83333333,1318386.349
5.166666667,1000193.5
9.833333333,681096.6687
13.16666667,146161.1138
7.833333333,1619764.137
12.33333333,785744.5795
7.166666667,1808913.212
9.166666667,3631843.055
8.166666667,2241897.285
6.666666667,4465621.973
7.166666667,1567529.367
11.33333333,939819.662
6.833333333,1878370.379
17.33333333,289608.1382
14.0,647664.8702
12.5,173110.1401
16.0,186816.1273
16.0,192007.2529
15.33333333,210991.7173
17.66666667,248031.3538
15.33333333,300422.7173
9.333333333,5426448.601
12.66666667,2720453.588
15.83333333,182153.2092
13.16666667,386965.1173
13.83333333,305330.0847
14.33333333,237778.3836
14.83333333,190067.9395
14.16666667,131205.8307
14.0,219907.7516
10.83333333,852877.1017
12.83333333,559332.2896
14.83333333,192593.5727
14.66666667,214416.9479
4.666666667,3050899.587
15.33333333,2911279.134
12.66666667,8881598.581
5.5,17146734.07
9.666666667,1061839.365
6.5,1318849.331
5.333333333,2781003.788
4.333333333,1995606.375
6.666666667,3184895.847
12.5,1624378.296
12.33333333,1649745.156
12.5,3919456.105
14.83333333,1408841.149
7.333333333,2420233.937
13.0,3571062.563
14.5,1768644.434
11.66666667,432606.2538
4.333333333,11407634.81
9.166666667,4700945.333
7.5,9675037.834
4.5,26325209.02
4.666666667,10104148.06
11.16666667,1360970.781
9.0,3472897.819
13.66666667,555128.3122
13.83333333,123693.4578
10.16666667,1015235.496
15.83333333,277034.3049
15.0,357842.8273
7.0,6967212.811
5.833333333,8432791.026
13.33333333,3951518.151
14.83333333,777090.1994
13.5,521170.3539
8.333333333,467842.0457
11.5,703879.9264
14.66666667,378855.8357
15.5,697762.0199
10.16666667,2411040.912
12.5,1300422.668
10.33333333,796883.5367
14.33333333,679346.7421
12.83333333,692656.174
16.66666667,1378757.553
14.5,1180016.526
16.0,525594.7898
12.66666667,1730444.544
5.666666667,1384737.327
10.16666667,491480.2532
6.166666667,928579.8789
7.333333333,6531451.579
14.0,3105491.066
7.666666667,9370766.98
8.5,2380189.166
11.0,1563406.53
11.16666667,2582020.715
6.666666667,2083487.749
7.833333333,4098935.451
8.0,751645.5406
4.166666667,8850662.211
5.666666667,3931810.6
5.333333333,4211594.998
8.833333333,5223273.777
5.833333333,5186357.753
4.5,2788949.505
5.333333333,8341323.934
3.5,27714814.97
3.666666667,9250466.48
8.5,7111613.887
5.5,3697302.03
16.0,336603.8218
14.33333333,324025.3229
17.5,209536.6403
7.166666667,2374410.582
10.5,5232555.318
6.5,7546531.81
6.333333333,4199847.335
6.833333333,16216851.2
6.833333333,3510269.783
5.5,5847332.362
8.666666667,1827395.289
16.5,621474.441
4.833333333,10191998.03
11.33333333,1863561.241
16.83333333,221170.8604
11.83333333,2739097.661
14.16666667,899670.3207
13.5,1003312.572
11.66666667,1268918.009
12.16666667,2497894.731
12.16666667,768897.9559
18.0,352757.3746
14.83333333,530161.2877
16.0,146767.8524
16.83333333,467397.8235
9.666666667,7026990.004
13.83333333,6744225.901
13.5,659953.9581
5.833333333,906011.4901
6.666666667,4117242.523
5.0,1398825.873
18.66666667,116348.1327
16.83333333,25775.07163
4.833333333,13134870.77
11.83333333,1053735.691
14.16666667,290252.194
13.16666667,173585.0044
15.16666667,107855.0038
15.33333333,139345.9017
15.66666667,91122.27996
17.0,115296.3731
16.66666667,128629.809
16.33333333,33968.20263
18.0,228812.4274
15.5,45751.63545
8.5,12900499.67
19.0,737070.5695
16.83333333,188790.8813
16.83333333,474915.8601
12.66666667,605496.3433
14.16666667,2449457.114
7.333333333,11181677.85
7.333333333,5380573.799
5.0,4310604.722
6.333333333,3193531.074
17.33333333,109121.9112
4.666666667,4635349.055
13.5,2156748.108
13.0,435403.5848
14.16666667,3982812.626
6.833333333,7515824.679
6.0,2761276.766
9.0,2907922.642
6.5,4217215.047
5.333333333,922684.0662
12.16666667,1170933.248
13.83333333,1215398.309
14.33333333,152076.0307
15.0,1751710.804
13.83333333,117317.0095
13.83333333,192035.7543
16.5,62338.50184
16.66666667,210579.6687
15.33333333,200164.456
15.16666667,116440.9997
17.0,77446.96734
16.0,239867.6248
7.166666667,4350784.853
12.33333333,1718714.987
12.33333333,2624044.232
8.333333333,1150854.416
5.5,5418432.849
12.33333333,372533.6878
10.33333333,6638872.77
13.66666667,747770.1042
12.33333333,1868836.36
