NatWalkInd,Shape_Length,Shape_Area
13.83333333,2793.40501,349753.2276
7.166666667,7169.974973,2127135.209
5.666666667,12692.07507,9053150.007
10.83333333,12767.23608,8519951.008
7.0,12262.16378,8078946.872
6.666666667,8385.119469,2144795.007
5.666666667,12432.08964,2976156.21
6.333333333,8782.630541,1828181.269
9.0,10256.03646,2214992.057
7.666666667,6813.177202,1343031.792
12.83333333,5515.008208,1643494.243
15.83333333,3330.623464,449843.9584
15.83333333,7351.169003,1831135.577
11.66666667,6061.272564,1207160.676
6.333333333,8336.180073,2704392.669
15.33333333,4749.87272,823894.5942
14.0,5961.932565,2186089.142
11.5,6017.970343,1516057.738
4.833333333,32332.46868,31591926.7
15.5,4209.60997,759036.9947
14.66666667,5162.310413,1308518.057
16.0,1889.815298,140463.7012
15.16666667,2414.463324,242945.0922
13.66666667,1852.626434,175034.9864
15.33333333,11463.53517,5013946.932
14.33333333,2285.843808,222200.0374
14.66666667,1921.374659,158896.0393
15.0,2178.830899,213799.1192
16.16666667,2451.589146,301240.1781
13.5,2135.768316,228576.3856
15.5,3933.617731,414473.2781
11.16666667,9812.516906,3045476.098
14.66666667,8234.253128,2196118.793
13.33333333,9184.488707,3222521.796
17.0,5944.568441,986201.8641
8.666666667,13244.25222,5899161.384
6.666666667,15604.65329,8500941.991
6.5,30981.3726,27844253.09
13.0,17270.89307,4219655.287
8.833333333,21267.10933,14687233.73
6.666666667,20742.74541,10644456.3
14.16666667,2089.265734,203338.0426
8.0,10723.33715,4372513.722
7.166666667,9920.431062,3358038.71
9.666666667,14963.87673,7219644.479
4.166666667,17882.89241,13356901.68
6.5,23105.38664,10510652.29
11.5,39000.24591,36206768.33
17.0,2102.953049,285760.1939
12.5,6195.29666,1371861.898
6.5,5394.908265,1167078.895
8.5,8748.939746,2850292.861
4.5,11288.11985,3752779.113
4.666666667,8848.017166,4101749.171
14.66666667,10895.66039,4910579.006
8.666666667,11098.14727,6011241.067
6.166666667,8106.867944,3225787.549
6.166666667,14558.53195,5918721.705
7.5,15709.74909,7507970.861
12.66666667,13650.70285,3987528.431
4.666666667,11226.43638,3533807.644
7.0,26653.05667,29391629.67
10.0,4694.123751,1217009.967
7.0,9654.045373,4830188.64
5.166666667,11747.11383,6505418.82
8.0,9146.496137,4429447.086
7.833333333,7693.005016,1717602.949
7.666666667,13441.62831,6873230.818
7.5,13896.50262,9696007.77
4.5,14831.46428,7497333.523
6.0,9597.270447,4770359.361
10.5,5695.170505,762182.6224
8.0,5416.945316,1208274.827
6.666666667,4294.692431,924122.4314
18.0,4266.38711,628066.1018
11.83333333,3065.487207,461612.7096
7.833333333,5273.973266,782434.3613
8.333333333,17662.98806,10096528.03
5.0,4966.214751,1431921.998
5.166666667,10472.42572,2141792.436
7.166666667,9310.462637,4786751.343
8.333333333,11355.63403,6786945.388
7.833333333,13174.63104,10284050.66
7.5,9105.440004,3805616.843
11.83333333,8620.441918,2230284.375
9.833333333,6222.467506,1620423.745
11.66666667,3914.280252,588406.374
11.5,3844.187962,662548.3995
10.16666667,5085.391998,813376.7932
12.33333333,5702.75713,1408766.079
15.0,2613.428496,312021.417
18.5,2726.440292,251104.5302
12.83333333,14851.9695,10141055.02
17.0,2513.483073,295122.8607
18.0,3168.07034,460807.0002
17.66666667,3150.681493,537718.5856
17.33333333,2584.676712,329385.3757
14.83333333,3174.041735,513849.4091
15.5,7771.020889,3001400.694
5.0,14303.12176,10061874.22
5.0,14986.26062,8685385.75
5.333333333,17054.29753,16314231.82
16.83333333,1719.808141,184882.3505
8.166666667,25830.17202,24945816.03
6.833333333,8461.314013,2582491.334
13.0,6845.858255,1544240.797
7.5,8865.758512,3885213.91
6.166666667,9230.816772,2428476.361
5.666666667,11024.17839,5088689.847
5.0,9356.357127,4522678.734
6.333333333,37092.86347,45346055.67
13.66666667,26870.74321,8807811.352
4.166666667,19999.77711,14437578.85
5.333333333,9951.15947,4852664.981
5.0,21077.02239,14665862.58
4.833333333,23756.24136,19925334.54
10.33333333,2655.619108,408901.0895
4.333333333,8479.652975,2642677.132
5.0,14079.89239,6874629.913
6.666666667,17603.0791,13918403.69
11.16666667,7025.711435,1798458.066
8.0,10774.30961,3707182.422
10.0,8063.066208,2263482.184
12.33333333,9188.383389,3351843.657
7.833333333,8426.427881,3204867.21
6.666666667,6797.011619,2191896.292
11.16666667,6846.35847,1343680.816
16.16666667,5557.535664,1006580.638
5.833333333,21493.59528,21547655.68
5.5,9776.880839,2412130.605
16.83333333,5127.71261,420173.7912
12.5,4900.754187,792868.3686
13.66666667,3706.706563,604325.7774
13.16666667,3438.506733,555109.5638
12.5,3904.359554,508716.9221
13.83333333,7729.665494,1973358.468
11.16666667,4679.04892,1278946.909
15.66666667,2762.750411,347249.262
15.5,3546.459114,452092.5124
9.666666667,10328.6863,3650773.146
11.33333333,16345.36825,7881261.038
15.5,1686.061384,164157.4262
5.833333333,4365.244909,1060723.927
12.66666667,3537.305578,742791.857
17.83333333,2764.408832,406184.6517
15.83333333,1745.652568,145441.0861
4.333333333,14526.40889,8309276.892
11.16666667,20295.13472,13967015.04
5.166666667,19815.99989,7601151.068
18.0,3742.670016,688622.9589
13.16666667,1714.352051,144819.9089
6.5,20810.55097,9086226.654
7.666666667,19744.77539,6050814.978
5.166666667,13208.81941,5980146.479
7.5,20587.30473,16679450.24
8.833333333,13420.51956,5542103.194
7.0,19240.29719,12583978.27
7.666666667,20545.29565,22443624.43
7.666666667,9989.45625,3402591.114
14.33333333,1168.592959,82175.27587
14.5,2083.794941,186668.8272
16.33333333,1364.590533,79723.31141
13.0,4282.454985,503746.1511
8.5,15657.55274,10252043.24
5.833333333,13760.31728,4335104.685
6.666666667,38642.13414,30270823.43
14.83333333,1501.139143,112723.0434
16.83333333,2677.681682,299611.2247
11.16666667,1119.585018,27858.16781
13.33333333,1871.293107,205091.1417
8.333333333,6888.771542,1505274.276
6.166666667,6527.141735,1943134.553
5.333333333,7639.747642,1029457.143
13.5,3991.555006,703516.2138
8.166666667,5819.261807,1463374.773
7.0,6135.008268,1862539.652
16.16666667,6160.921669,1677768.818
12.5,4290.40247,602196.4569
5.833333333,3574.709739,499064.9035
13.66666667,3872.626349,476916.7493
15.0,2848.725664,407073.4143
11.66666667,4023.137877,697658.0766
14.33333333,3440.248737,514585.5666
